Symbol,ProductDiver,Internationalisation (Percenatage of Oversea Sales),Year,BigDataCapability,SybolYear,FrontierIDYear,Operational Efficiency_2015,Operational Efficiency_2016,Grant Invention Patent,Customer Concentration,Supplier Concentration,Environmental Munificence,Environmental Instability,Complexity,Firm Income(Sales),LnFirm Income,Return on Assests(A),Return on Assets(B),R&D Expenditure,LnR&Dexpenditure,R&D Intensity,OperationalCost,LnOperational Cost,FirmSize,LnFirmSize,FirmAge,CapitalExpenditure,OperationalIncome,GIndstruyCode,SIndustryode,EstablishYear
300194,0.920476203,#N/A,2015,3,3001942015,7862015,0.69409833,0.64605311,1,14.93,19.11,3.88,0.322892981,#N/A,"¾395,122,644.54",19.79470677,0.026444,0.030411,51844118.61,7.714699496,0.073216224,"$708,096,042.50",20.3780903,1975,3.2955671,11,92159975.67,395122644.5,5,27,2004
300199,2.109981113,0.1807,2015,4,3001992015,7892015,0.93831212,0.94100679,23,32.29,40.58,3.88,0.322892981,#N/A,"¾146,753,370.34",18.80426398,0.086109,0.116466,51786301.68,7.714214897,0.067406927,"$768,263,801.90",20.45964372,826,2.916980047,12,358983181.4,146753370.3,5,27,2003
300204,0,#N/A,2015,1,3002042015,7942015,0.062665857,#N/A,2,24.47,64.17,3.88,0.322892981,#N/A,"¾67,729,137.28",18.03102703,0.101126,0.107869,56095536.36,7.748928305,0.044952243,"$1,247,891,830.00",20.94472143,721,2.857935265,13,23952391.46,67729137.28,5,27,2002
300233,1.025008488,0.4305,2015,3,3002332015,8182015,0.78693734,0.86226851,12,33.32,18.23,3.88,0.322892981,#N/A,"¾762,933,853.17",20.45268189,0.08476,0.089489,61011381.17,7.785410857,0.051767721,"$1,178,560,300.00",20.88755945,2118,3.325925956,7,159852067.9,762933853.2,5,27,2008
300267,0.89435518,#N/A,2015,3,3002672015,8382015,0.58437145,0.67016469,11,25.69,29.09,3.88,0.322892981,#N/A,"¾852,205,308.25",20.56333803,0.124753,0.170605,75646529.11,7.878789006,0.043078916,"$1,755,998,916.00",21.28630371,1534,3.18582536,12,570534781.4,852205308.3,5,27,2003
300289,0.546227281,0.0864,2015,3,3002892015,8572015,0.50072264,0.53932234,7,48.43,49.16,3.88,0.322892981,#N/A,"¾287,883,366.07",19.47806598,0.107388,0.108782,29428054.71,7.468761555,0.043170162,"$681,675,798.40",20.34006473,447,2.650307523,18,24724951.21,287883366.1,5,27,1997
300363,1.655173519,#N/A,2015,3,3003632015,9122015,0.83444686,0.72742829,3,75.7,57.99,3.88,0.322892981,#N/A,"¾688,715,360.44",20.35033862,0.044395,0.049894,50344386.1,7.701951049,0.049298797,"$1,021,209,221.00",20.74425327,1587,3.200576927,10,424033934.4,688715360.4,5,27,2005
300406,0.312180314,0.0183,2015,1,3004062015,9422015,0.33515146,0.37892053,2,37.33,29.45,3.88,0.322892981,#N/A,"¾157,766,585.25",18.87662719,0.194207,0.212505,26605808.12,7.424976455,0.046989981,"$566,201,720.60",20.15446097,248,2.394451681,14,53079611.64,157766585.3,5,27,2001
300436,0.93806734,#N/A,2015,1,3004362015,9612015,0.15307335,0.16702821,4,35.76,59.78,3.88,0.322892981,#N/A,"¾37,633,083.09",17.44339409,0.17229,0.250953,26260619.98,7.419304975,0.0850069,"$308,923,392.90",19.54860388,451,2.654176542,14,31965457.58,37633083.09,5,27,2001
300439,0.712615199,#N/A,2015,1,3004392015,9632015,0.50786823,0.56303525,18,7.04,30.8,3.88,0.322892981,#N/A,"¾282,017,028.23",19.45747801,0.110218,0.154216,39930812.92,7.601308152,0.058451774,"$683,141,160.40",20.34221207,958,2.981365509,12,92274502.36,282017028.2,5,27,2003
300452,1.281651501,0.0531,2015,1,3004522015,9732015,0.31141104,0.22500243,1,12.33,24.98,3.88,0.322892981,#N/A,"¾169,218,124.66",18.94669912,0.096653,0.122224,7337763.99,6.865563739,0.028339979,"$258,919,172.50",19.3720265,517,2.713490543,14,8870157.85,169218124.7,5,27,2001
300482,1.382938574,#N/A,2015,2,3004822015,9922015,0.41442498,0.39472726,4,20.05,37.75,3.88,0.322892981,#N/A,"¾142,479,697.25",18.77471007,0.15697,0.207949,45605672.23,7.659018862,0.106361514,"$428,779,834.00",19.87645414,1107,3.044147621,23,28909640.22,142479697.3,5,27,1992
300485,1.064740956,#N/A,2015,2,3004852015,9932015,0.47074189,0.40766434,1,43.46,40.59,3.88,0.322892981,#N/A,"¾238,273,836.35",19.28893114,0.107583,0.157128,42506452.69,7.628454863,0.070011152,"$607,138,310.70",20.22426718,442,2.645422269,16,31652813.27,238273836.4,5,27,1999
300497,1.268224719,0.4467,2015,1,3004972015,10002015,0.19779571,0.20056979,3,57.4,41.78,3.88,0.322892981,#N/A,"¾374,083,502.38",19.7399896,0.092706,0.114009,18331460.23,7.263197061,0.031619973,"$579,743,065.00",20.17809557,943,2.974511693,13,73744499.78,374083502.4,5,27,2002
600227,1.058509398,#N/A,2015,4,6002272015,10602015,0.9415489,0.91562337,1,13.68,20.88,3.88,0.322892981,#N/A,"¾2,487,932,037.87",21.6347177,0.005013,0.005022,8204732.89,6.914064447,0.002971138,"$2,761,478,183.00",21.73903195,1632,3.212720154,17,54158314.72,2487932038,5,27,1998
600422,1.392940849,0.0274,2015,3,6004222015,11262015,0.73945393,0.69171339,24,20.21,28.63,3.88,0.322892981,#N/A,"¾3,219,829,902.32",21.89259437,0.087165,0.101895,78953478.33,7.897371268,0.016061539,"$4,915,685,874.00",22.31569713,4228,3.626134979,20,210817350,3219829902,5,27,1995
600557,0.966531782,#N/A,2015,2,6005572015,11872015,0.29972256,0.30000574,15,19.42,75.85,3.88,0.322892981,#N/A,"¾713,821,583.98",20.38614361,0.084851,0.086351,355185483.7,8.550455208,0.12593237,"$2,820,446,284.00",21.76016097,4305,3.633973156,15,374795501,713821584,5,27,2000
603998,1.692993623,#N/A,2015,3,6039982015,14162015,0.55161379,0.64327609,6,23.6,37.4,3.88,0.322892981,#N/A,"¾206,077,594.53",19.14376333,#N/A,#N/A,#N/A,#N/A,#N/A,"$468,558,594.70",19.96517172,935,2.970811611,15,70733346.03,206077594.5,5,27,2000
2597,2.553830329,0.0882,2015,4,25972015,5462015,0.92680807,0.87104761,14,4.67,35.48,2.21,0.334325269,#N/A,"¾2,805,017,012.60",21.75467544,0.050535,0.052456,71696618.58,7.855498674,0.021545069,"$3,327,750,749.00",21.92556246,3342,3.524006446,9,220691994.6,2805017013,5,26,2006
2004,0.761103023,0.5324,2015,3,20042015,1412015,0.75263439,0.76166708,4,24.56,15.44,2.21,0.334325269,#N/A,"¾4,040,404,182.36",22.11961057,0.033324,0.039474,246548250.6,8.391901925,0.039931332,"$6,174,305,698.00",22.54366228,7113,3.852052809,14,831763551.7,4040404182,5,26,2001
830,1.043675692,0.0673,2015,4,8302015,932015,0.92377362,0.92238831,3,8.37,19.5,2.21,0.334325269,#N/A,"¾10,965,547,844.22",23.11802418,0.012935,0.013702,63730807.12,7.804349419,0.004951544,"$12,870,896,824.00",23.27823454,12594,4.100163689,17,2986580152,10965547844,5,26,1998
2211,0.418183237,#N/A,2015,4,22112015,2782015,0.93475171,0.94346036,1,7.54,56.97,2.21,0.334325269,#N/A,"¾590,394,393.78",20.19630134,-0.058072,-0.052236,20990854.19,7.322030112,0.031271662,"$671,242,037.80",20.32464034,581,2.764176132,13,977778.18,590394393.8,5,26,2002
2092,1.407674581,0.0543,2015,3,20922015,2022015,0.85836144,0.80202603,5,19.24,28.15,2.21,0.334325269,#N/A,"¾11,742,936,289.16",23.18651773,0.005063,0.005455,190988837.7,8.281007986,0.012513028,"$15,263,199,378.00",23.4487105,13391,4.12681301,14,3176121587,11742936289,5,26,2001
2341,1.719850224,0.0561,2015,1,23412015,3662015,0.89937032,0.89084132,4,15.21,13.71,2.21,0.334325269,#N/A,"¾758,391,796.38",20.44671069,-0.033091,-0.034317,50395116.2,7.702388451,0.04920924,"$1,024,098,645.00",20.74707869,1972,3.294906911,8,348036318.5,758391796.4,5,26,2007
2037,0.822343401,#N/A,2015,2,20372015,1672015,0.82750075,0.83830689,8,30.25,24.76,2.21,0.334325269,#N/A,"¾2,260,217,845.37",21.53872704,0.010772,0.01113,71130000,7.852052809,0.022477235,"$3,164,535,105.00",21.875272,6250,3.795880017,13,132656433.9,2260217845,5,26,2002
2010,0,#N/A,2015,2,20102015,1472015,0.86954903,0.92587423,3,5.44,21.73,2.21,0.334325269,#N/A,"¾4,038,867,376.15",22.11923014,0.042701,0.060409,144424483.4,8.159640823,0.02704406,"$5,340,340,368.00",22.39855523,5033,3.70182693,14,1214938857,4038867376,5,26,2001
792,0.884560885,#N/A,2015,1,7922015,842015,0.55574663,0.66430472,3,45.3,57.3,2.21,0.334325269,#N/A,"¾5,192,119,017.92",22.37040774,0.006743,0.007324,7837754.18,6.894191638,0.000720235,"$10,882,222,496.00",23.11039633,17987,4.254958735,18,5120231288,5192119018,5,26,1997
707,0.665123024,#N/A,2015,4,7072015,612015,0.92899659,0.95181797,2,7.47,32.38,2.21,0.334325269,#N/A,"¾3,241,353,147.64",21.89925672,0.001387,0.001455,118648032.8,8.074260542,0.030557448,"$3,882,785,997.00",22.07981877,4867,3.687261346,22,630043378.3,3241353148,5,26,1993
565,0.598531186,#N/A,2015,2,5652015,402015,0.89791051,0.94423117,3,38.95,30.93,2.21,0.334325269,#N/A,"¾501,287,565.96",20.03269048,0.136285,0.143772,18163977.16,7.259210947,0.028016053,"$648,341,771.40",20.28992854,1081,3.033825694,23,8160102.61,501287566,5,26,1992
2057,1.009248383,0.0684,2015,4,20572015,1812015,0.94601921,0.92873628,2,18.44,50,2.21,0.334325269,#N/A,"¾250,647,299.88",19.33955733,0.027022,0.026894,12937845.61,7.111861964,0.042108032,"$307,253,626.30",19.54318411,750,2.875061263,13,25218359.08,250647299.9,5,26,2002
920,0.861354869,#N/A,2015,3,9202015,1152015,0.68171167,0.67730739,1,36.57,34.75,2.21,0.334325269,#N/A,"¾506,146,904.16",20.04233751,0.07246,0.074716,106099632.1,8.025713878,0.117289829,"$904,593,629.00",20.62299637,1087,3.036229544,16,135359558.2,506146904.2,5,26,1999
523,0.561072905,#N/A,2015,4,5232015,312015,0.93303779,0.93359969,3,26.41,32.4,2.21,0.334325269,#N/A,"¾7,288,470,303.15",22.70955953,0.008405,0.009075,196329270,8.292985052,0.025933721,"$7,570,424,103.00",22.74751493,746,2.872738827,37,28369045.56,7288470303,5,26,1978
525,0.607236676,#N/A,2015,4,5252015,322015,0.93537757,0.91722339,2,10.05,33.62,2.21,0.334325269,#N/A,"¾3,970,655,211.12",22.10219696,0.016061,0.013966,71731467.43,7.855709715,0.015742433,"$4,556,568,021.00",22.23983555,2851,3.454997217,23,461453813.9,3970655211,5,26,1992
2054,0.993165708,#N/A,2015,1,20542015,1782015,0.86276427,0.86705989,9,13.14,31.71,2.21,0.334325269,#N/A,"¾1,794,377,249.99",21.30792386,0.131506,0.128736,49641036.55,7.695840841,0.020940758,"$2,370,546,279.00",21.58638626,1637,3.214048679,13,105794812.1,1794377250,5,26,2002
2538,1.141633618,0.0418,2015,4,25382015,5042015,0.90965098,0.91638787,10,15.38,41.68,2.21,0.334325269,#N/A,"¾2,421,162,240.60",21.60751353,0.060085,0.065915,91074432.09,7.959396472,0.030625023,"$2,973,856,782.00",21.81312553,2355,3.371990911,18,189312459.3,2421162241,5,26,1997
2588,1.498315314,#N/A,2015,4,25882015,5412015,0.87224661,0.86372597,10,8.43,37.89,2.21,0.334325269,#N/A,"¾5,512,431,653.93",22.43027168,0.098497,0.109053,183249972.9,8.263043919,0.026027295,"$7,040,684,614.00",22.67497125,4183,3.621487865,17,704785044.7,5512431654,5,26,1998
2440,0.671979242,0.1086,2015,3,24402015,4392015,0.78125982,#N/A,4,8.4,26.23,2.21,0.334325269,#N/A,"¾3,059,469,826.24",21.84150748,0.098762,0.097443,148019681.5,8.170319465,0.032734482,"$4,521,827,516.00",22.23218207,4226,3.625929493,11,588774948.4,3059469826,5,26,2004
2453,1.671293906,0.2966,2015,2,24532015,4482015,0.92398343,0.92811766,1,15.67,18.68,2.21,0.334325269,#N/A,"¾855,655,019.60",20.56737784,0.013975,0.013911,#N/A,#N/A,#N/A,"$1,062,657,470.00",20.78403865,1620,3.209515015,8,64392238.23,855655019.6,5,26,2007
2442,0.433480783,0.1555,2015,1,24422015,4402015,0.93764971,0.90497228,6,33.5,36.33,2.21,0.334325269,#N/A,"¾1,487,302,103.69",21.12022965,-0.029124,-0.027517,63358842.49,7.801807234,0.03647457,"$1,737,068,947.00",21.27546502,1543,3.188365926,7,96772874.49,1487302104,5,26,2008
2407,1.020050805,0.1044,2015,3,24072015,4112015,0.92954712,0.69508346,5,27.73,31.38,2.21,0.334325269,#N/A,"¾1,802,981,717.67",21.31270764,0.008261,0.009042,56177750.06,7.749564342,0.025744733,"$2,182,106,509.00",21.50355654,4468,3.650113164,11,152870606.6,1802981718,5,26,2004
2409,0.498792709,0.7659,2015,1,24092015,4122015,0.89106039,#N/A,4,13.66,33.6,2.21,0.334325269,#N/A,"¾767,292,615.05",20.45837879,0.052799,0.053121,48512843.52,7.685856731,0.048236237,"$1,005,734,424.00",20.72898388,598,2.776701184,8,96088829.65,767292615.1,5,26,2007
2591,1.508088753,#N/A,2015,4,25912015,5432015,0.93088394,0.91975394,4,8.79,15.24,2.21,0.334325269,#N/A,"¾140,185,840.73",18.75847953,-0.073288,-0.072345,12093037.92,7.082535415,0.065317365,"$185,142,770.20",19.03663782,410,2.612783857,21,39413142.26,140185840.7,5,26,1994
2476,0.963422613,0.3152,2015,4,24762015,4642015,0.94461164,0.92582454,1,77.11,72.15,2.21,0.334325269,#N/A,"¾611,678,226.95",20.23171693,-0.006382,-0.006781,21936274.23,7.341162867,0.02957779,"$741,646,822.00",20.42438371,948,2.976808337,10,219168439.7,611678227,5,26,2005
2455,1.774163965,0.3775,2015,4,24552015,4502015,0.93765864,0.93627402,7,8.48,21.02,2.21,0.334325269,#N/A,"¾2,044,122,018.76",21.4382342,0.031782,0.03005,45012259.88,7.653330818,0.019606736,"$2,295,754,899.00",21.55432756,861,2.935003151,13,54409609.31,2044122019,5,26,2002
2470,0,#N/A,2015,4,24702015,4602015,0.88569402,0.88716381,2,3.87,13.67,2.21,0.334325269,#N/A,"¾14,895,673,611.54",23.42433665,0.094639,0.097694,476437624.8,8.678006051,0.026844538,"$17,748,028,364.00",23.59954027,8305,3.919339637,17,605844101.7,14895673612,5,26,1998
2391,0.954023183,#N/A,2015,2,23912015,3972015,0.87043477,0.89174708,5,57.52,16.83,2.21,0.334325269,#N/A,"¾1,333,379,383.73",21.01098245,0.06634,0.070741,85994653.37,7.93447145,0.047228809,"$1,820,809,289.00",21.3225469,1788,3.252367514,14,466882620.5,1333379384,5,26,2001
422,1.709718307,0.1747,2015,1,4222015,232015,0.90055651,0.92335406,5,8.99,18.93,2.21,0.334325269,#N/A,"¾15,524,389,336.54",23.46567813,0.001358,0.001404,81638355.32,7.911894247,0.004452023,"$18,337,360,261.00",23.63220636,9742,3.988648125,23,1462406945,15524389337,5,26,1992
930,1.235858816,0.1887,2015,4,9302015,1202015,0.96128276,0.92252302,27,57.53,26.4,2.21,0.334325269,#N/A,"¾6,482,247,440.08",22.59233311,-0.264677,-0.238955,15234384.03,7.182824899,0.002359256,"$6,457,283,435.00",22.58847455,5585,3.747023177,17,83890012.11,6482247440,5,26,1998
2256,1.33206826,0.4287,2015,4,22562015,3102015,0.98187804,0.81958464,2,14.97,39.23,2.21,0.334325269,#N/A,"¾321,912,869.47",19.58979148,0.027874,0.033618,21874999.62,7.339948054,0.04320942,"$506,255,341.00",20.04255173,928,2.967547976,20,652891510.9,321912869.5,5,26,1995
2246,1.354935671,0.1351,2015,1,22462015,3022015,0.7192456,0.85217367,3,13.67,32.2,2.21,0.334325269,#N/A,"¾1,231,137,359.34",20.93120426,0.037574,0.036849,44833009.62,7.651597894,0.029791956,"$1,504,869,618.00",21.1319721,2119,3.326130957,13,37603844.25,1231137359,5,26,2002
2165,0,#N/A,2015,4,21652015,2502015,0.60482023,0.61370048,1,36.41,54.99,2.21,0.334325269,#N/A,"¾1,456,504,127.06",21.09930497,0.060672,0.060796,56944130,7.755448962,0.031159974,"$1,827,476,796.00",21.32620205,903,2.95568775,21,180567220.4,1456504127,5,26,1994
2496,0,#N/A,2015,4,24962015,4782015,0.90277844,0.93752426,7,30.56,18.42,2.21,0.334325269,#N/A,"¾2,681,730,756.30",21.70972823,0.026486,0.030286,96422302.89,7.9841775,0.028928997,"$3,333,067,618.00",21.92715892,1986,3.297979244,16,336401471.5,2681730756,5,26,1999
2258,0.922803074,0.6101,2015,1,22582015,3112015,0.4988387,0.49031013,2,22.51,13.5,2.21,0.334325269,#N/A,"¾1,129,811,084.40",20.84531627,0.056618,0.062952,60058464.77,7.778574226,0.040332828,"$1,489,071,485.00",21.1214186,2122,3.32674538,8,303141140.2,1129811084,5,26,2007
2326,1.493259668,0.6524,2015,1,23262015,3542015,0.39664203,0.91678705,2,47.17,25.73,2.21,0.334325269,#N/A,"¾1,174,491,214.23",20.88410088,0.041703,0.048138,74040690.42,7.86947046,0.04801562,"$1,542,012,579.00",21.15635427,1707,3.232233521,8,283383699.1,1174491214,5,26,2007
2361,0.667311184,0.1785,2015,1,23612015,3762015,0.3816336,0.86561235,3,23.1,46.51,2.21,0.334325269,#N/A,"¾906,486,200.42",20.62508637,0.049785,0.056002,46957719.67,7.671706999,0.039838961,"$1,178,688,359.00",20.8876681,906,2.957128198,8,28507690.78,906486200.4,5,26,2007
2562,0.789299924,0.442,2015,1,25622015,5222015,0.8955082,0.76000819,1,19.28,36.73,2.21,0.334325269,#N/A,"¾673,829,423.76",20.32848756,0.049699,0.062402,30131333.17,7.479018348,0.033283599,"$905,290,722.70",20.62376669,1051,3.021602716,14,223389726.3,673829423.8,5,26,2001
2170,0.487187271,#N/A,2015,4,21702015,2552015,0.91187995,0.90924967,14,7.26,39.66,2.21,0.334325269,#N/A,"¾1,705,297,436.06",21.25700538,0.040687,0.045226,67496315,7.829280063,0.031099914,"$2,170,305,545.00",21.4981338,2790,3.445604203,14,490975085.1,1705297436,5,26,2001
2584,1.319690144,0.2829,2015,4,25842015,5382015,0.91404739,0.91763422,3,14.12,31.14,2.21,0.334325269,#N/A,"¾2,094,453,232.65",21.46255837,0.040436,0.04772,41515358.39,7.618208791,0.016516759,"$2,513,529,316.00",21.6449537,1152,3.061452479,7,95375020.82,2094453233,5,26,2008
2215,1.483623977,#N/A,2015,2,22152015,2812015,0.64658728,0.73172119,26,6.71,18.9,2.21,0.334325269,#N/A,"¾1,226,277,510.26",20.927249,0.075795,0.083245,#N/A,#N/A,#N/A,"$2,209,744,869.00",21.5161429,3400,3.531478917,10,80017273.8,1226277510,5,26,2005
300121,1.352035344,0.3619,2015,1,3001212015,7322015,0.49665622,0.84011799,4,20.63,25.19,2.21,0.334325269,#N/A,"¾652,124,256.76",20.29574568,0.031672,0.03197,28881881.21,7.460625477,0.033582543,"$860,026,621.30",20.5724739,1339,3.126780577,15,52339521.93,652124256.8,5,26,2000
300019,0.926522788,0.0145,2015,1,3000192015,6572015,0.31613612,0.80261729,11,13.92,55.98,2.21,0.334325269,#N/A,"¾406,794,879.84",19.82381964,0.099335,0.10423,25196739.92,7.401344353,0.041568053,"$606,156,362.30",20.22264853,643,2.808210973,17,53115255.86,406794879.8,5,26,1998
300054,0.85874922,0.7028,2015,2,3000542015,6812015,0.79143371,0.75213963,3,13.58,22,2.21,0.334325269,#N/A,"¾694,824,168.14",20.35916938,0.104859,0.111626,47251882.52,7.674419116,0.045008807,"$1,049,836,364.00",20.77190015,1113,3.046495164,7,81000019.53,694824168.1,5,26,2008
300082,1.014260924,#N/A,2015,1,3000822015,6992015,0.55739202,0.9317054,14,9.29,73.51,2.21,0.334325269,#N/A,"¾2,826,606,100.12",21.76234257,-0.046267,-0.04531,138306685.6,8.140843174,0.046641421,"$2,965,318,841.00",21.8102504,1115,3.047274867,15,163341569.7,2826606100,5,26,2000
300243,0,#N/A,2015,1,3002432015,8252015,0.37339763,0.84396067,1,7.74,57.77,2.21,0.334325269,#N/A,"¾596,454,130.00",20.2065129,0.037992,0.044986,29074666.4,7.46351474,0.036124205,"$804,852,778.90",20.50616994,512,2.709269961,14,54774861.01,596454130,5,26,2001
300067,0.953139062,#N/A,2015,1,3000672015,6882015,0.43184801,0.86951686,20,13.05,20.32,2.21,0.334325269,#N/A,"¾465,684,861.39",19.9590197,0.044711,0.05115,34859887.67,7.542325983,0.050525326,"$689,948,791.80",20.35212794,908,2.958085849,16,138811002.4,465684861.4,5,26,1999
300072,0.544183154,#N/A,2015,1,3000722015,6912015,0.73960117,0.83781528,20,49.13,22.02,2.21,0.334325269,#N/A,"¾3,844,435,172.18",22.06989253,0.079599,0.105002,132519181.5,8.122278745,0.023256669,"$5,698,115,188.00",22.46340129,1237,3.0923697,18,263833300.3,3844435172,5,26,1997
2250,0.973106809,0.553,2015,3,22502015,3052015,0.73028908,0.78067842,7,60.03,14.62,2.21,0.334325269,#N/A,"¾2,515,157,585.00",21.6456013,0.101585,0.106171,170519485.3,8.231774013,0.042547044,"$4,007,786,872.00",22.11150502,4883,3.688686724,14,485453646.4,2515157585,5,26,2001
300135,0,#N/A,2015,4,3001352015,7402015,0.93992232,0.92447595,5,18.87,44.69,2.21,0.334325269,#N/A,"¾1,555,515,949.83",21.16507313,0.008412,0.00911,58039066.41,7.763720418,0.033119822,"$1,752,396,705.00",21.28425023,385,2.58546073,8,87046262.88,1555515950,5,26,2007
300107,1.936590296,0.351,2015,1,3001072015,7202015,0.53249588,#N/A,2,23.37,39.73,2.21,0.334325269,#N/A,"¾333,986,523.38",19.6266112,0.0245,0.024911,14012285.61,7.146508981,0.033719788,"$415,550,819.80",19.84511547,752,2.876217841,12,16525409.72,333986523.4,5,26,2003
300037,1.176331549,0.266,2015,3,3000372015,6692015,0.79017484,0.72796866,11,27.81,23.85,2.21,0.334325269,#N/A,"¾603,088,053.89",20.21757377,0.057611,0.067511,72687953.11,7.861462439,0.077802974,"$934,256,739.70",20.65526184,1509,3.17868924,7,145126863.7,603088053.9,5,26,2008
300261,0.865502087,0.597,2015,1,3002612015,8342015,0.82641677,0.87564142,3,79.03,27.2,2.21,0.334325269,#N/A,"¾415,630,977.45",19.84530835,0.039616,0.043268,54179291.87,7.733833324,0.086389549,"$627,151,001.50",20.2566979,1010,3.004321374,9,165616877.9,415630977.5,5,26,2006
300214,1.007514321,0.2622,2015,1,3002142015,8042015,0.40486667,0.93025745,3,34.54,45.36,2.21,0.334325269,#N/A,"¾1,170,729,625.63",20.880893,0.06949,0.073307,45067640.69,7.653864823,0.031662785,"$1,423,363,119.00",21.0762883,782,2.893206753,12,12845573.82,1170729626,5,26,2003
300192,1.353996931,0.3523,2015,3,3001922015,7842015,0.91538733,0.89665379,1,17.49,31.32,2.21,0.334325269,#N/A,"¾387,982,400.90",19.77647054,0.043245,0.042944,21099834.47,7.324279048,0.042619167,"$495,078,529.80",20.02022695,378,2.5774918,12,29908832.95,387982400.9,5,26,2003
300200,0.657648022,0.1324,2015,1,3002002015,7902015,0.81337648,#N/A,1,17.65,34.17,2.21,0.334325269,#N/A,"¾324,875,076.48",19.59895129,0.063973,0.064292,34468079.4,7.537417085,0.070562924,"$488,472,949.00",20.00679465,615,2.788875116,16,33813735.94,324875076.5,5,26,1999
300236,1.230248499,0.0054,2015,1,3002362015,8202015,0.71856812,0.69118251,4,19.08,42.23,2.21,0.334325269,#N/A,"¾215,939,459.55",19.19050865,0.035729,0.037662,29993757.39,7.477030874,0.081398554,"$368,480,223.10",19.7248976,457,2.6599162,11,17224418.09,215939459.6,5,26,2004
600389,0.694479911,0.3638,2015,3,6003892015,11142015,0.94461301,0.9396582,1,25.77,39.91,2.21,0.334325269,#N/A,"¾2,405,542,786.02",21.60104141,0.003388,0.0033,11923091.72,7.076388885,0.004453554,"$2,677,208,158.00",21.70804036,1793,3.25358029,17,91677996.78,2405542786,5,26,1998
601678,0.795146179,0.0626,2015,1,6016782015,13262015,0.84788663,#N/A,1,23.16,24.71,2.21,0.334325269,#N/A,"¾3,597,088,747.81",22.00339067,0.052158,0.052778,13970291.36,7.145205464,0.002900722,"$4,816,142,283.00",22.29523909,2861,3.456517858,8,558686795.7,3597088748,5,26,2007
600309,0.661868966,0.2834,2015,4,6003092015,10892015,0.97023931,0.73651768,45,9.35,25.87,2.21,0.334325269,#N/A,"¾13,619,965,426.60",23.3348026,0.047685,0.050999,707188509.3,8.849535195,0.036280249,"$19,492,382,890.00",23.69328961,7592,3.880356199,17,5160464689,13619965427,5,26,1998
2637,0.966074109,0.0674,2015,1,26372015,5722015,0.93925585,0.92056212,10,26.79,38.85,2.21,0.334325269,#N/A,"¾2,539,678,373.61",21.65530329,0.008331,0.008886,64977474.59,7.812762828,0.023022428,"$2,822,355,466.00",21.76083764,856,2.932473765,15,85803439.68,2539678374,5,26,2000
2643,1.032161258,0.77,2015,1,26432015,5772015,0.79427111,0.71630398,22,82.58,33.18,2.21,0.334325269,#N/A,"¾1,072,076,772.12",20.79286351,0.085438,0.11169,138580730.4,8.141702846,0.084964509,"$1,631,042,560.00",21.21248525,2292,3.360214613,20,356578634,1072076772,5,26,1995
2632,1.367200023,0.4489,2015,3,26322015,5682015,0.85443521,#N/A,3,12.52,28.32,2.21,0.334325269,#N/A,"¾291,117,096.18",19.48923614,0.028758,0.034198,18168871.3,7.259327949,0.042302596,"$429,497,785.40",19.87812714,933,2.969881644,8,100324562.4,291117096.2,5,26,2007
300437,0.716496433,0.3414,2015,1,3004372015,9622015,0.6118481,0.89684942,1,24.4,49.9,2.21,0.334325269,#N/A,"¾304,699,043.78",19.53483511,0.081394,0.099382,13349411.62,7.125462124,0.033538406,"$398,033,574.90",19.80204692,383,2.583198774,20,33527254.35,304699043.8,5,26,1995
300459,1.26873745,0.2403,2015,1,3004592015,9782015,0.9046743,0.70992116,2,31.4,31.67,2.21,0.334325269,#N/A,"¾380,061,849.22",19.75584456,0.063197,0.072225,17225772.82,7.236178715,0.034013282,"$506,442,538.30",20.04292143,703,2.846955325,8,60959261.1,380061849.2,5,26,2007
2749,0.68345946,#N/A,2015,1,27492015,6322015,0.63000328,0.60207304,7,5.18,41.27,2.21,0.334325269,#N/A,"¾315,178,595.43",19.56865001,0.147027,0.190388,25328538.37,7.403610129,0.04186397,"$605,019,988.30",20.22077205,945,2.975431809,15,21853887.72,315178595.4,5,26,2000
300446,0.605291256,#N/A,2015,1,3004462015,9672015,0.45167795,0.45408083,1,83.71,62.5,2.21,0.334325269,#N/A,"¾86,953,808.69",18.2808876,0.209609,0.246945,16329411.97,7.212970546,0.0676444,"$241,400,794.10",19.30196916,249,2.396199347,10,24298844.38,86953808.69,5,26,2005
300405,1.251525479,#N/A,2015,3,3004052015,9412015,0.94595655,0.93243526,1,20.82,82.62,2.21,0.334325269,#N/A,"¾687,298,718.83",20.34827957,-0.022355,-0.021336,45669810.55,7.65962921,0.057084621,"$800,037,027.50",20.50016857,650,2.812913357,13,53720567.84,687298718.8,5,26,2002
2709,0.907461813,0.1507,2015,2,27092015,6172015,0.83664884,0.70846543,8,30.05,21.6,2.21,0.334325269,#N/A,"¾652,400,261.99",20.29616883,0.061146,0.074986,53185312.82,7.725791718,0.056232867,"$945,804,747.10",20.66754671,1302,3.114610984,15,123454363.1,652400262,5,26,2000
300481,0.597681987,0.4668,2015,1,3004812015,9912015,0.83136196,0.80961961,1,26.25,51.09,2.21,0.334325269,#N/A,"¾239,717,944.84",19.29497356,0.124089,0.146572,18193042.56,7.259905335,0.05194852,"$350,212,915.50",19.67405186,176,2.245512668,13,28425935.58,239717944.8,5,26,2002
